state_or_region,sector,year,renewable_generation,units,source_key
New Hampshire,industrial,2006,10.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Hampshire,industrial,2007,0.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Hampshire,industrial,2008,0.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Hampshire,industrial,2009,1.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Hampshire,industrial,2010,0.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Hampshire,industrial,2011,0.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Hampshire,industrial,2012,0.0,thousand megawatthours,ELEC.GEN.AOR-NH-97.A
New Jersey,commercial,2001,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2002,3.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2003,0.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2004,2.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2005,0.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2006,0.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2007,0.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2008,2.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2009,172.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2010,166.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2011,246.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2012,194.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2013,241.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2014,276.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2015,304.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2016,312.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2017,305.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2018,279.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2019,289.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2020,284.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2021,278.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2022,485.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2023,465.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2024,471.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,commercial,2025,519.0,thousand megawatthours,ELEC.GEN.AOR-NJ-96.A
New Jersey,industrial,2001,12.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2002,13.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2003,0.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2004,3.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2005,2.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2006,3.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2007,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2008,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2011,0.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2012,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2013,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2014,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2015,1.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2016,6.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2017,8.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2018,5.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2019,7.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2020,8.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2021,7.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2022,6.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2023,6.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2024,5.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Jersey,industrial,2025,6.0,thousand megawatthours,ELEC.GEN.AOR-NJ-97.A
New Mexico,commercial,2011,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2012,4.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2013,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2014,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2015,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2016,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2017,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2018,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2019,3.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2020,1.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2021,2.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2022,2.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2023,1.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New Mexico,commercial,2024,0.0,thousand megawatthours,ELEC.GEN.AOR-NM-96.A
New York,commercial,2001,132.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2002,129.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2003,128.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2004,132.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2005,131.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2006,134.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2007,129.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2008,128.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2009,116.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2010,112.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2011,110.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2012,220.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2013,209.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2014,212.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2015,215.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2016,220.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2017,233.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2018,220.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2019,210.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2020,215.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2021,206.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2022,666.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2023,625.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2024,671.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,commercial,2025,615.0,thousand megawatthours,ELEC.GEN.AOR-NY-96.A
New York,industrial,2001,180.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2002,184.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2003,176.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2004,233.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2005,241.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2006,229.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2007,222.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2008,239.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2009,286.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2010,255.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2011,226.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2012,246.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2013,251.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2014,262.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2015,218.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2016,200.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2017,189.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2018,180.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2019,188.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2020,163.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2021,170.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2022,180.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2023,157.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2024,159.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
New York,industrial,2025,168.0,thousand megawatthours,ELEC.GEN.AOR-NY-97.A
North Carolina,commercial,2012,4.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2013,118.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2014,157.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2015,153.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2016,199.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2017,208.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2018,188.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2019,168.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2020,167.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2021,167.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2022,118.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2023,106.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2024,100.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,commercial,2025,113.0,thousand megawatthours,ELEC.GEN.AOR-NC-96.A
North Carolina,industrial,2001,1309.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2002,1344.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2003,1516.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2004,1259.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2005,1331.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2006,1292.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2007,1154.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2008,1401.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2009,1266.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2010,1306.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2011,1350.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2012,1334.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2013,1318.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2014,1136.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2015,1328.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2016,1265.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2017,1315.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2018,1259.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2019,1179.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2020,1238.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2021,1189.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2022,1147.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2023,1024.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2024,920.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Carolina,industrial,2025,993.0,thousand megawatthours,ELEC.GEN.AOR-NC-97.A
North Dakota,commercial,2019,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-96.A
North Dakota,commercial,2020,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-96.A
North Dakota,commercial,2021,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-96.A
North Dakota,commercial,2022,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-96.A
North Dakota,industrial,2001,8.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2002,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2003,1.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2004,6.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2005,10.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2006,4.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2007,14.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2008,13.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2009,12.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2010,12.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2011,10.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2012,6.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2013,5.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2014,3.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2015,4.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2016,6.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2017,2.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2018,1.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2019,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2020,1.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2021,2.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2022,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2023,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2024,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
North Dakota,industrial,2025,0.0,thousand megawatthours,ELEC.GEN.AOR-ND-97.A
Ohio,commercial,2001,0.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2002,1.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2003,0.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2004,0.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2005,0.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2007,0.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2012,0.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2013,3.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2014,10.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2015,11.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2016,13.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2017,15.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2018,13.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2019,16.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2020,13.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2021,17.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2022,17.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2023,14.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2024,19.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,commercial,2025,21.0,thousand megawatthours,ELEC.GEN.AOR-OH-96.A
Ohio,industrial,2001,364.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2002,84.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2003,363.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2004,355.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2005,365.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2006,383.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2007,378.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2008,397.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2009,398.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2010,383.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2011,384.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2012,352.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2013,359.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2014,369.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2015,347.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2016,306.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2017,293.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2018,280.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2019,300.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2020,314.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2021,310.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2022,312.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2023,249.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2024,208.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Ohio,industrial,2025,211.0,thousand megawatthours,ELEC.GEN.AOR-OH-97.A
Oklahoma,commercial,2022,-9.0,thousand megawatthours,ELEC.GEN.AOR-OK-96.A
Oklahoma,commercial,2023,-7.0,thousand megawatthours,ELEC.GEN.AOR-OK-96.A
Oklahoma,commercial,2024,-3.0,thousand megawatthours,ELEC.GEN.AOR-OK-96.A
Oklahoma,commercial,2025,-1.0,thousand megawatthours,ELEC.GEN.AOR-OK-96.A
Oklahoma,industrial,2001,231.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2002,239.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2003,267.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2004,250.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2005,289.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2006,297.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2007,280.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2008,187.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2009,231.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2010,352.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2011,314.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2012,363.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2013,326.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2014,323.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2015,324.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2016,348.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2017,280.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2018,307.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2019,291.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2020,334.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2021,299.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2022,304.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2023,256.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2024,317.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oklahoma,industrial,2025,301.0,thousand megawatthours,ELEC.GEN.AOR-OK-97.A
Oregon,commercial,2007,12.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2008,22.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2009,18.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2010,21.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2011,24.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2012,22.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2013,22.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2014,20.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2015,26.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2016,32.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2017,31.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2018,29.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2019,27.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2020,36.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2021,39.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2022,32.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2023,31.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2024,33.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,commercial,2025,35.0,thousand megawatthours,ELEC.GEN.AOR-OR-96.A
Oregon,industrial,2001,374.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2002,393.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2003,259.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2004,410.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2005,471.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2006,522.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2007,639.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2008,501.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2009,456.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2010,462.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2011,363.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2012,472.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2013,543.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2014,633.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2015,621.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2016,510.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2017,528.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2018,536.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2019,499.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2020,491.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2021,513.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2022,513.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2023,526.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2024,623.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Oregon,industrial,2025,610.0,thousand megawatthours,ELEC.GEN.AOR-OR-97.A
Pennsylvania,commercial,2001,113.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
