state_or_region,sector,year,renewable_generation,units,source_key
Pennsylvania,commercial,2002,121.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2003,114.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2004,114.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2005,120.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2006,113.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2007,116.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2008,111.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2009,107.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2010,111.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2011,120.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2012,130.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2013,119.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2014,160.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2015,162.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2016,101.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2017,155.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2018,145.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2019,143.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2020,136.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2021,135.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2022,212.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2023,208.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2024,219.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,commercial,2025,224.0,thousand megawatthours,ELEC.GEN.AOR-PA-96.A
Pennsylvania,industrial,2001,399.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2002,487.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2003,502.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2004,488.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2005,492.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2006,493.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2007,431.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2008,454.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2009,497.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2010,473.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2011,463.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2012,475.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2013,531.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2014,619.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2015,544.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2016,581.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2017,601.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2018,509.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2019,375.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2020,425.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2021,420.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2022,385.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2023,326.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2024,295.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Pennsylvania,industrial,2025,311.0,thousand megawatthours,ELEC.GEN.AOR-PA-97.A
Rhode Island,commercial,2014,8.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2015,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2016,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2017,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2018,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2019,8.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2020,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2021,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2022,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2023,6.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2024,6.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
Rhode Island,commercial,2025,7.0,thousand megawatthours,ELEC.GEN.AOR-RI-96.A
South Carolina,commercial,2001,28.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2003,30.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2004,46.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2005,44.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2006,45.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2007,37.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2008,33.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,commercial,2009,22.0,thousand megawatthours,ELEC.GEN.AOR-SC-96.A
South Carolina,industrial,2001,866.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2002,1229.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2003,1244.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2004,1478.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2005,1453.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2006,1455.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2007,1520.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2008,1405.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2009,1329.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2010,1448.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2011,1698.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2012,1646.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2013,1702.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2014,1647.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2015,1446.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2016,1547.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2017,1580.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2018,1512.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2019,1393.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2020,1361.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2021,1358.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2022,1310.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2023,1268.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2024,1429.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Carolina,industrial,2025,1149.0,thousand megawatthours,ELEC.GEN.AOR-SC-97.A
South Dakota,industrial,2019,0.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
South Dakota,industrial,2020,12.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
South Dakota,industrial,2021,23.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
South Dakota,industrial,2022,29.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
South Dakota,industrial,2023,17.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
South Dakota,industrial,2024,20.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
South Dakota,industrial,2025,19.0,thousand megawatthours,ELEC.GEN.AOR-SD-97.A
Tennessee,commercial,2001,9.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2002,3.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2013,2.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2014,3.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2015,3.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2016,3.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2017,4.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2018,4.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2019,5.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2020,5.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2021,4.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2022,4.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2023,3.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2024,4.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,commercial,2025,5.0,thousand megawatthours,ELEC.GEN.AOR-TN-96.A
Tennessee,industrial,2001,779.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2002,760.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2003,798.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2004,806.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2005,735.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2006,731.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2007,901.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2008,888.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2009,870.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2010,924.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2011,939.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2012,720.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2013,964.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2014,978.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2015,928.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2016,849.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2017,865.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2018,911.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2019,847.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2020,664.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2021,634.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2022,369.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2023,407.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2024,398.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Tennessee,industrial,2025,406.0,thousand megawatthours,ELEC.GEN.AOR-TN-97.A
Texas,commercial,2001,10.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2002,12.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2003,37.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2004,28.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2005,31.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2006,35.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2007,38.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2008,36.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2009,35.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2010,39.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2011,38.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2012,36.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2013,37.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2014,59.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2015,66.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2016,85.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2017,77.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2018,88.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2019,68.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2020,51.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2021,53.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2022,51.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2023,35.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2024,35.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,commercial,2025,27.0,thousand megawatthours,ELEC.GEN.AOR-TX-96.A
Texas,industrial,2001,932.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2002,1122.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2003,1054.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2004,873.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2005,872.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2006,909.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2007,931.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2008,990.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2009,665.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2010,984.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2011,1027.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2012,958.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2013,1017.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2014,953.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2015,543.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2016,944.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2017,949.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2018,980.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2019,983.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2020,985.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2021,859.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2022,831.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2023,861.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2024,590.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Texas,industrial,2025,1362.0,thousand megawatthours,ELEC.GEN.AOR-TX-97.A
Utah,commercial,2006,9.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2007,25.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2015,15.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2016,16.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2017,10.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2018,14.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2019,9.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2020,13.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2021,14.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2022,11.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2023,14.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2024,9.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,commercial,2025,0.0,thousand megawatthours,ELEC.GEN.AOR-UT-96.A
Utah,industrial,2023,0.0,thousand megawatthours,ELEC.GEN.AOR-UT-97.A
Utah,industrial,2024,7.0,thousand megawatthours,ELEC.GEN.AOR-UT-97.A
Utah,industrial,2025,22.0,thousand megawatthours,ELEC.GEN.AOR-UT-97.A
Vermont,commercial,2011,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2012,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2013,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2014,3.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2015,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2016,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2017,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2018,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2019,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2020,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2021,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2022,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2023,1.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2024,2.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,commercial,2025,1.0,thousand megawatthours,ELEC.GEN.AOR-VT-96.A
Vermont,industrial,2001,19.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2002,4.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2004,6.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2005,9.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2006,4.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2007,0.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2008,0.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Vermont,industrial,2009,0.0,thousand megawatthours,ELEC.GEN.AOR-VT-97.A
Virginia,commercial,2001,182.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2002,148.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2003,182.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2004,198.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2005,218.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2006,194.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2007,222.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2008,200.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2009,172.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2010,188.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2011,183.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2012,130.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2013,230.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2014,234.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2015,229.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2016,226.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2017,205.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2018,164.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2019,144.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2020,150.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2021,135.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2022,437.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2023,402.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2024,365.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,commercial,2025,396.0,thousand megawatthours,ELEC.GEN.AOR-VA-96.A
Virginia,industrial,2001,1145.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2002,1197.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2003,1273.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2004,1277.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2005,1306.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2006,1339.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2007,1386.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2008,1430.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2009,1282.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2010,995.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2011,1009.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2012,1101.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2013,1249.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2014,1431.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2015,1597.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2016,1535.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2017,1531.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2018,1554.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2019,1461.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2020,1385.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2021,1353.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2022,1232.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2023,1123.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2024,1251.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Virginia,industrial,2025,1259.0,thousand megawatthours,ELEC.GEN.AOR-VA-97.A
Washington,commercial,2012,0.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2013,7.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2014,17.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2015,16.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2016,16.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2017,10.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2018,13.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2019,15.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2020,13.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2021,11.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2022,10.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2023,7.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2024,10.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,commercial,2025,11.0,thousand megawatthours,ELEC.GEN.AOR-WA-96.A
Washington,industrial,2001,681.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2002,629.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2003,762.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2004,792.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2005,818.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2006,693.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2007,563.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2008,747.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2009,958.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2010,1180.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2011,1151.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
