state_or_region,sector,year,total_generation,units,source_key
Pennsylvania,commercial,2008,246.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2009,239.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2010,256.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2011,277.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2012,362.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2013,355.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2014,417.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2015,392.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2016,263.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2017,392.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2018,373.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2019,399.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2020,369.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2021,379.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2022,598.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2023,581.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2024,585.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,commercial,2025,606.0,thousand megawatthours,ELEC.GEN.ALL-PA-96.A
Pennsylvania,industrial,2001,3762.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2002,3606.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2003,3399.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2004,3332.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2005,3181.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2006,3172.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2007,2925.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2008,2821.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2009,2736.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2010,2588.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2011,2612.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2012,2243.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2013,2876.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2014,3041.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2015,2817.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2016,2861.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2017,2836.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2018,2728.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2019,2532.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2020,2581.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2021,2803.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2022,3955.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2023,3978.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2024,3746.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Pennsylvania,industrial,2025,3794.0,thousand megawatthours,ELEC.GEN.ALL-PA-97.A
Rhode Island,commercial,2001,50.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2002,47.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2003,43.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2004,33.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2005,65.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2006,62.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2007,49.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2008,53.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2009,53.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2010,32.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2011,48.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2012,52.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2013,54.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2014,68.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2015,73.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2016,58.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2017,58.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2018,59.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2019,57.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2020,57.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2021,56.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2022,58.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2023,50.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2024,41.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,commercial,2025,65.0,thousand megawatthours,ELEC.GEN.ALL-RI-96.A
Rhode Island,industrial,2001,2.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2002,0.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2003,0.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2004,2.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2005,2.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2006,1.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2007,1.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2017,143.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2018,146.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2019,146.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2020,142.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2021,155.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2022,151.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2023,157.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2024,147.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
Rhode Island,industrial,2025,137.0,thousand megawatthours,ELEC.GEN.ALL-RI-97.A
South Carolina,commercial,2001,54.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2002,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2003,56.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2004,87.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2005,82.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2006,84.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2007,69.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2008,60.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2009,41.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2010,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2011,0.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2012,0.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2013,9.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2014,6.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2015,4.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2016,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2017,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2018,3.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2019,3.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2020,3.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2021,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2022,1.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2023,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2024,3.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,commercial,2025,2.0,thousand megawatthours,ELEC.GEN.ALL-SC-96.A
South Carolina,industrial,2001,1364.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2002,1823.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2003,1794.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2004,2106.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2005,1998.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2006,1958.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2007,1946.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2008,1738.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2009,1668.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2010,1737.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2011,2053.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2012,1964.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2013,1984.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2014,1895.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2015,1686.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2016,1770.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2017,1772.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2018,1702.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2019,1577.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2020,1609.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2021,1587.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2022,1489.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2023,1485.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2024,1621.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Carolina,industrial,2025,1273.0,thousand megawatthours,ELEC.GEN.ALL-SC-97.A
South Dakota,commercial,2007,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2008,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2009,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2010,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2011,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2012,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2013,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2014,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2015,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2016,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2017,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2018,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2019,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2021,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,commercial,2022,0.0,thousand megawatthours,ELEC.GEN.ALL-SD-96.A
South Dakota,industrial,2019,12.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
South Dakota,industrial,2020,29.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
South Dakota,industrial,2021,54.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
South Dakota,industrial,2022,69.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
South Dakota,industrial,2023,58.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
South Dakota,industrial,2024,65.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
South Dakota,industrial,2025,59.0,thousand megawatthours,ELEC.GEN.ALL-SD-97.A
Tennessee,commercial,2001,107.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2002,86.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2003,112.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2004,111.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2005,101.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2006,108.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2007,121.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2008,82.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2009,117.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2010,101.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2011,126.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2012,164.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2013,198.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2014,134.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2015,146.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2016,187.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2017,195.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2018,229.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2019,213.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2020,220.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2021,201.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2022,197.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2023,200.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2024,205.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,commercial,2025,176.0,thousand megawatthours,ELEC.GEN.ALL-TN-96.A
Tennessee,industrial,2001,2931.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2002,3249.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2003,3376.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2004,3083.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2005,3035.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2006,2724.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2007,2395.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2008,2240.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2009,2087.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2010,2369.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2011,2356.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2012,2548.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2013,3321.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2014,2219.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2015,2197.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2016,2118.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2017,2075.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2018,2183.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2019,2531.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2020,2286.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2021,2251.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2022,1871.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2023,1892.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2024,2089.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Tennessee,industrial,2025,2053.0,thousand megawatthours,ELEC.GEN.ALL-TN-97.A
Texas,commercial,2001,483.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2002,471.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2003,495.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2004,476.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2005,508.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2006,521.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2007,476.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2008,467.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2009,468.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2010,497.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2011,497.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2012,707.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2013,734.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2014,734.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2015,712.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2016,777.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2017,727.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2018,743.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2019,755.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2020,606.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2021,645.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2022,744.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2023,704.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2024,601.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,commercial,2025,790.0,thousand megawatthours,ELEC.GEN.ALL-TX-96.A
Texas,industrial,2001,40688.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2002,39932.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2003,39277.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2004,41951.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2005,39282.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2006,39388.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2007,37028.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2008,34740.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2009,34494.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2010,40824.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2011,38138.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2012,41215.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2013,40731.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2014,39675.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2015,42004.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2016,43195.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2017,41985.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2018,44579.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2019,43714.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2020,41974.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2021,41647.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2022,41342.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2023,42771.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2024,42123.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Texas,industrial,2025,43653.0,thousand megawatthours,ELEC.GEN.ALL-TX-97.A
Utah,commercial,2001,21.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2002,24.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2003,22.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2004,21.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2005,20.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2006,28.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2007,45.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2008,6.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2009,3.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2010,0.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2011,0.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2012,38.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2013,84.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2014,83.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2015,93.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2016,90.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2017,84.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2018,79.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2019,80.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2020,85.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2021,114.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2022,120.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2023,150.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2024,150.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,commercial,2025,141.0,thousand megawatthours,ELEC.GEN.ALL-UT-96.A
Utah,industrial,2001,289.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2002,16.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2003,0.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2004,612.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2005,737.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2006,805.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2007,901.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2008,1175.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2009,1213.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2010,1201.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2011,806.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2012,1022.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2013,1053.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2014,1023.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2015,970.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2016,1072.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2017,843.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2018,592.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2019,520.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2020,411.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2021,417.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2022,344.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
