state_or_region,sector,year,total_generation,units,source_key
Alabama,industrial,2001,5858.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2002,5365.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2003,5266.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2004,5227.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2005,4650.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2006,4744.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2007,4646.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2008,4562.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2009,4566.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2010,4218.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2011,4306.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2012,4247.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2013,4148.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2014,3838.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2015,4217.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2016,4255.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2017,4437.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2018,4622.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2019,4903.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2020,4788.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2021,4956.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2022,4511.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2023,4725.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2024,5025.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alabama,industrial,2025,5025.0,thousand megawatthours,ELEC.GEN.ALL-AL-97.A
Alaska,commercial,2001,153.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2002,156.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2003,230.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2004,269.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2005,245.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2006,231.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2007,238.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2008,225.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2009,217.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2010,234.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2011,275.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2012,278.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2013,300.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2014,172.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2015,165.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2016,322.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2017,335.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2018,328.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2019,265.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2020,320.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2021,352.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2022,339.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2023,384.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2024,395.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,commercial,2025,411.0,thousand megawatthours,ELEC.GEN.ALL-AK-96.A
Alaska,industrial,2001,937.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2002,895.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2003,273.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2004,209.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2005,211.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2006,188.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2007,147.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2008,110.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2009,109.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2010,116.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2011,113.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2012,87.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2013,111.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2014,118.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2015,121.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2016,111.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2017,108.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2018,110.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2019,116.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2020,118.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2021,110.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2022,115.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2023,117.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2024,93.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Alaska,industrial,2025,92.0,thousand megawatthours,ELEC.GEN.ALL-AK-97.A
Arizona,commercial,2001,23.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2002,18.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2003,17.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2004,51.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2005,72.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2006,72.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2007,71.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2008,70.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2009,72.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2010,72.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2011,68.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2012,121.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2013,157.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2014,156.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2015,151.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2016,165.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2017,166.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2018,154.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2019,152.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2020,149.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2021,151.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2022,154.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2023,151.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2024,153.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,commercial,2025,148.0,thousand megawatthours,ELEC.GEN.ALL-AZ-96.A
Arizona,industrial,2001,332.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2002,296.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2003,356.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2004,397.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2005,413.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2006,389.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2007,382.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2008,350.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2009,245.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2010,304.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2011,296.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2012,193.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2022,19.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2023,34.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2024,34.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arizona,industrial,2025,32.0,thousand megawatthours,ELEC.GEN.ALL-AZ-97.A
Arkansas,commercial,2001,9.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2002,8.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2003,7.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2004,4.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2005,4.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2006,4.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2007,2.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2008,3.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2009,3.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2010,6.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2011,6.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2012,6.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2013,6.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2014,8.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2015,6.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2016,43.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2017,43.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2018,44.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2019,56.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2020,65.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2021,65.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2022,58.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2023,55.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2024,50.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,commercial,2025,40.0,thousand megawatthours,ELEC.GEN.ALL-AR-96.A
Arkansas,industrial,2001,1916.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2002,2179.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2003,2177.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2004,2228.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2005,2033.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2006,1979.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2007,1913.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2008,1941.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2009,1884.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2010,1934.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2011,1930.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2012,1942.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2013,1868.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2014,1780.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2015,1750.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2016,1595.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2017,1660.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2018,1642.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2019,1592.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2020,1123.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2021,1084.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2022,1056.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2023,906.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2024,1010.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
Arkansas,industrial,2025,1077.0,thousand megawatthours,ELEC.GEN.ALL-AR-97.A
California,commercial,2001,1825.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2002,1958.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2003,2071.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2004,1918.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2005,2151.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2006,2118.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2007,2131.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2008,2100.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2009,2244.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2010,2300.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2011,2880.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2012,2894.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2013,2762.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2014,2802.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2015,2889.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2016,2859.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2017,2867.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2018,2779.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2019,2627.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2020,2506.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2021,2458.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2022,2585.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2023,2504.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2024,2372.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,commercial,2025,2276.0,thousand megawatthours,ELEC.GEN.ALL-CA-96.A
California,industrial,2001,16669.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2002,17142.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2003,18102.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2004,17191.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2005,16614.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2006,16434.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2007,16536.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2008,15935.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2009,15633.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2010,16010.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2011,15653.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2012,15400.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2013,15800.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2014,15184.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2015,14511.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2016,13702.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2017,13515.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2018,13566.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2019,13762.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2020,13714.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2021,13389.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2022,12433.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2023,11688.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2024,11791.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
California,industrial,2025,11010.0,thousand megawatthours,ELEC.GEN.ALL-CA-97.A
Colorado,commercial,2001,212.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2002,143.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2003,119.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2004,93.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2005,54.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2006,28.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2007,28.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2008,39.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2009,3.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2010,4.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2011,22.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2012,25.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2013,34.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2014,26.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2015,28.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2016,31.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2017,31.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2018,27.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2019,36.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2020,38.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2021,27.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2022,27.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2023,24.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2024,22.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,commercial,2025,23.0,thousand megawatthours,ELEC.GEN.ALL-CO-96.A
Colorado,industrial,2001,82.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2002,121.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2003,81.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2004,59.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2005,70.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2006,78.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2007,64.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2008,52.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2009,50.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2010,61.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2011,64.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2012,72.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2013,64.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2014,71.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2015,69.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2016,73.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2017,74.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2018,76.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2019,75.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2020,264.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2021,241.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2022,225.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2023,220.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2024,248.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Colorado,industrial,2025,220.0,thousand megawatthours,ELEC.GEN.ALL-CO-97.A
Connecticut,commercial,2001,41.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2002,48.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2003,45.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2004,43.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2005,40.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2006,38.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2007,44.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2008,44.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2009,47.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2010,70.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2011,211.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2012,397.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2013,347.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2014,440.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2015,402.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2016,409.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2017,423.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2018,433.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2019,445.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2020,330.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2021,314.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2022,295.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2023,294.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2024,189.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,commercial,2025,302.0,thousand megawatthours,ELEC.GEN.ALL-CT-96.A
Connecticut,industrial,2001,256.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2002,311.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2003,288.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2004,235.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2005,207.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2006,291.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2007,172.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2008,218.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2009,279.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2010,306.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2011,233.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2012,337.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2013,615.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2014,473.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2015,486.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2016,502.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2017,616.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
